accounts_opened,bankruptcies,collections,credit_history,credit_inquiries_last_6_months,judgements,past_due_accounts,open_accounts,card_utilization,tax_liens,high_credit_limit,annual_income,historical_result
1,0,6,180,0,0,0,28,0.929442,0,208001,85000,FALSE
3,0,6,272,4,0,0,3,0,0,5548,58000,FALSE
10,0,5,148,1,0,1,4,0.895714,0,28367,30000,TRUE
3,0,2,89,0,0,0,2,0,0,15209,39740,FALSE
2,0,4,126,0,0,0,2,0,0,9500,60000,FALSE
5,0,0,104,2,0,0,6,0.429714,0,96115,41000,FALSE
5,0,4,154,1,1,0,11,0,0,21052,14077,FALSE
6,0,4,226,2,0,0,7,0,0,36083,40000,FALSE
6,0,2,258,10,0,0,6,0.461224,0,21970,56000,FALSE
5,0,1,99,4,0,0,5,0.872222,0,20893,25000,FALSE
4,0,3,209,0,0,0,8,0,0,38750,10000,FALSE
9,0,0,142,1,0,0,4,0.4495,0,193131,50000,FALSE
3,0,0,23,1,0,0,2,0,0,1900,20000,FALSE
3,0,0,220,0,0,0,8,0.387026,0,252848,40000,FALSE
8,0,0,37,1,0,0,6,0.733556,0,15653,21000,FALSE
3,0,1,84,5,0,0,2,0.856667,0,22579,20000,FALSE
0,0,2,95,1,0,0,0,0,0,0,22000,TRUE
6,0,0,81,8,0,0,5,0.956,0,44126,30000,FALSE
3,0,6,261,3,0,0,2,0,0,82816,80000,FALSE
5,0,0,213,0,0,0,7,0.602528,0,358922,150000,FALSE
8,0,2,113,3,1,1,7,0,0,14745,50000,TRUE
10,0,0,218,0,0,0,12,0.268646,0,31200,57000,FALSE
1,0,1,112,1,0,0,3,0.9618,0,121573,60000,FALSE
4,0,1,130,0,0,0,5,0.79,0,84188,40000,FALSE
3,0,0,64,0,0,0,2,0,1,62236,97000,FALSE
0,0,0,201,7,0,0,3,1.0059,0,78010,19000,FALSE
8,1,0,268,2,0,0,19,0.8216,0,128085,50000,FALSE
4,0,0,237,3,0,0,5,0.818667,0,149466,70000,FALSE
2,0,0,173,2,0,0,2,0.888333,0,1800,30000,FALSE
5,0,1,79,2,0,0,5,0.304432,0,46994,2400,FALSE
6,0,0,111,4,0,0,5,1.012,0,15446,28000,FALSE
2,0,0,204,2,0,0,8,0.999655,0,76558,60000,FALSE
10,0,0,88,3,0,0,6,0,0,114759,42000,FALSE
4,0,0,422,1,0,0,9,0.554158,0,76143,96000,FALSE
9,0,2,177,4,0,0,12,0.805151,0,68428,48500,FALSE
3,0,1,294,3,0,0,2,0,0,6334,28000,TRUE
4,0,0,63,0,0,0,8,0.258144,0,28830,40000,FALSE
10,0,0,355,6,0,1,12,0.755079,0,32828,30000,FALSE
3,0,0,185,3,0,0,4,0.454154,0,12895,75000,FALSE
28,0,0,110,3,0,0,33,0.35509,0,198552,47500,FALSE
2,0,0,107,0,0,0,12,0.532117,0,69731,44470,FALSE
2,0,2,218,1,0,1,5,1.038,0,22077,30000,FALSE
13,0,0,87,0,0,0,15,0.751639,0,47768,70000,FALSE
2,0,1,167,3,0,0,3,0.0532026,0,34217,34000,TRUE
0,0,0,191,0,0,0,0,0,0,0,15000,FALSE
2,0,0,145,2,0,0,3,0.620357,0,2800,50000,FALSE
4,0,0,59,0,0,0,8,0,0,80515,60000,FALSE
0,0,2,140,0,0,0,1,0,0,1985,24000,TRUE
5,0,2,236,1,0,0,9,0,0,35763,37900,FALSE
9,0,0,30,0,0,0,10,0.843019,0,42048,21000,FALSE
42,1,0,363,6,0,0,36,0.167938,0,73099,120000,FALSE
5,0,0,46,0,0,0,3,0.852273,0,7853,26000,FALSE
1,0,3,93,0,0,0,1,0,0,11251,25000,FALSE
3,0,5,372,7,0,0,4,0,0,111535,44000,FALSE
23,0,1,306,6,0,0,15,0.110523,0,223487,90000,FALSE
9,0,0,131,3,0,0,21,0.473789,0,81717,35225,FALSE
1,0,3,44,0,0,0,0,0,0,0,100,TRUE
5,0,0,208,3,0,0,3,0.663448,0,1450,72000,FALSE
4,0,2,244,0,0,0,1,0,0,126,10000,FALSE
6,0,0,271,1,0,1,6,0.986512,0,40140,150000,FALSE
4,0,5,67,17,0,0,12,0,0,54551,18000,FALSE
7,0,4,148,4,0,2,9,0,0,53086,36000,FALSE
3,0,2,47,1,0,0,9,1.46,0,20936,25000,FALSE
1,0,5,78,0,0,0,1,0,0,9555,30000,FALSE
4,0,3,215,0,0,1,6,0.5432,0,18888,48000,FALSE
0,0,1,104,0,0,0,1,0,0,200,180000,FALSE
2,0,2,198,0,0,0,0,0,0,0,40000,TRUE
2,0,0,187,0,0,0,1,0,0,151691,29000,FALSE
4,0,0,119,2,0,0,4,0.933125,0,20027,24000,FALSE
8,0,0,101,1,0,0,15,0.588254,0,421660,62400,FALSE
2,0,8,132,1,0,0,3,0.953333,0,32391,25000,FALSE
11,0,1,218,2,0,0,13,0.473708,0,34586,54000,FALSE
0,0,1,146,0,0,0,1,0,0,6434,10000,FALSE
0,0,5,101,2,0,0,0,0,0,0,35000,TRUE
0,0,2,208,0,1,0,3,1.25462,0,23949,63000,TRUE
1,0,0,202,0,0,0,6,0.688584,0,240177,65000,FALSE
1,0,3,96,0,0,1,2,1.43333,0,15675,36000,TRUE
2,0,0,218,17,0,0,2,0.0186667,0,6000,86000,FALSE
0,0,2,123,0,0,0,0,0,0,0,19000,FALSE
1,0,0,274,2,0,0,8,0.7676,0,841215,108000,FALSE
8,0,0,254,1,0,0,15,0.699777,0,80576,74000,FALSE
10,0,0,173,2,0,0,23,0.927216,0,100010,38000,FALSE
5,0,0,124,0,0,0,8,0.77,0,431485,75000,FALSE
4,0,1,145,0,0,0,1,0,0,10516,40000,TRUE
1,0,1,72,0,0,0,2,0,0,36092,23000,FALSE
8,0,0,359,2,0,0,8,0.515407,0,34682,45000,FALSE
8,0,1,167,1,0,0,10,0.448333,0,53438,35880,FALSE
8,0,2,104,0,0,0,22,1.07149,0,116595,36448,FALSE
10,0,0,395,6,0,0,12,0.870052,0,63254,2500,FALSE
6,0,0,331,0,0,0,5,0.463263,0,9500,34800,FALSE
3,0,1,137,2,0,0,3,1.052,0,19535,30200,FALSE
4,0,0,97,1,0,0,16,0.646764,0,67493,36000,FALSE
5,0,0,120,0,0,0,5,0.660364,0,279436,50000,FALSE
1,0,5,50,2,0,0,1,0,0,25933,35000,FALSE
2,0,4,126,4,0,0,2,0,0,25566,29000,TRUE
8,0,0,75,0,0,0,18,0.345232,0,153500,59400,FALSE
3,0,3,299,8,0,0,3,1.16333,0,25332,55000,FALSE
4,0,2,237,2,0,0,4,1.10087,0,22158,25000,FALSE
1,0,2,284,0,0,0,0,0,0,0,60500,TRUE
1,0,0,117,0,0,0,5,1.078,0,12127,35000,FALSE
2,0,4,199,1,0,0,2,0.823333,0,11315,44000,FALSE
3,0,2,180,2,0,0,2,0,0,13596,28000,FALSE
5,0,0,98,1,0,0,9,0.532029,0,191419,110000,FALSE
9,0,0,69,1,0,0,7,0.907927,0,16662,25000,FALSE
1,0,0,117,0,0,0,5,0.372,0,38246,29000,FALSE
4,0,0,49,4,0,0,6,0.735,0,35619,24000,FALSE
3,0,4,335,0,0,0,11,0.611667,0,25392,35000,FALSE
20,0,0,472,4,0,0,14,0.379212,0,336007,155000,FALSE
4,0,0,116,4,0,0,5,0.992083,0,25950,43000,FALSE
2,0,14,176,0,0,0,1,0,0,8428,28000,FALSE
12,0,0,67,12,0,0,8,0.933271,0,55040,30000,FALSE
7,0,4,307,1,0,0,10,0.677273,0,11188,2180,FALSE
7,0,0,294,3,0,0,9,0.960015,0,40244,74000,FALSE
0,0,4,119,3,0,0,0,0,0,0,50000,FALSE
0,0,5,186,2,0,0,5,0,0,24356,2500,FALSE
1,0,2,249,0,2,0,0,0,0,0,48000,TRUE
2,0,4,143,0,0,0,5,0.91,0,20490,26000,FALSE
2,0,5,270,1,0,0,4,0.47125,0,17940,80000,FALSE
0,0,2,64,1,0,0,2,0,0,8708,21000,TRUE
2,0,0,71,1,0,0,3,0.609444,0,4800,9500,FALSE
7,0,1,222,2,0,0,10,0.459888,0,169870,70000,FALSE
5,0,2,70,0,0,1,4,0,0,17664,50000,FALSE
3,0,0,147,1,0,0,9,0.830275,0,147675,55000,FALSE
3,0,0,84,4,0,0,2,0.804,0,21472,32500,FALSE
2,0,2,157,1,0,0,2,0.96375,0,800,78000,FALSE
10,0,2,164,5,0,0,5,0,0,28013,35360,FALSE
2,0,3,94,7,0,0,10,0.866667,0,43646,45000,FALSE
6,0,8,166,1,0,1,8,0.97375,0,86824,35000,FALSE
14,0,2,56,2,0,0,4,0.893846,0,1854,22400,FALSE
12,0,0,241,0,0,0,17,0.946778,0,134185,72000,FALSE
13,0,7,387,3,0,0,14,0.643267,0,25977,35000,FALSE
0,0,0,126,0,0,0,8,0.716836,0,52603,80000,FALSE
8,0,0,100,0,0,0,4,0.06405,0,60873,67000,FALSE
1,0,3,260,0,0,0,3,0,0,24583,29000,FALSE
2,0,0,178,2,0,0,9,0.296471,0,86703,42000,FALSE
3,0,2,155,2,0,0,8,0.0963758,0,28325,36000,FALSE
1,0,0,246,1,0,0,6,0.563507,0,681198,200000,FALSE
0,0,0,281,1,0,0,0,0,0,0,44630,FALSE
6,0,0,115,0,0,0,17,0.292857,0,213427,70000,FALSE
4,0,1,101,8,0,0,4,0.336875,0,1600,40000,FALSE
5,0,0,234,0,0,0,18,0,0,46530,48000,FALSE
10,0,3,110,9,0,0,17,0.590751,0,137946,75000,FALSE
4,0,0,119,4,0,0,13,0.776549,0,252420,80000,FALSE
10,0,1,197,4,0,1,19,0.863502,0,412415,103000,FALSE
3,0,0,78,0,0,0,15,0.413212,0,35597,26000,FALSE
0,0,3,106,6,0,0,0,0,0,0,55000,TRUE
1,0,1,134,1,1,0,2,0,0,10386,15000,FALSE
8,0,2,160,0,0,0,9,0.871781,0,84801,40000,FALSE
3,1,4,193,4,0,0,2,0,0,34956,24960,FALSE
3,0,1,60,1,0,0,4,0,0,14750,26800,FALSE
1,0,1,15,0,0,0,1,0,0,79,1000,TRUE
1,0,5,213,2,0,1,2,0,0,18445,38000,TRUE
2,0,2,122,0,0,0,2,0.8325,0,6000,32000,FALSE
3,0,0,14,2,0,0,3,0.846667,0,9800,30000,FALSE
2,1,3,308,0,0,0,4,0,0,17467,18000,FALSE
0,0,0,83,0,0,0,2,0,0,9500,50000,FALSE
12,0,0,142,3,0,0,17,0.693103,0,476688,75000,FALSE
2,0,2,236,1,0,1,5,0.0957143,0,44501,15500,FALSE
2,0,3,170,2,0,0,2,0.7,0,13701,35500,FALSE
12,0,4,235,0,0,0,17,0.471127,0,64545,40000,FALSE
8,0,2,84,4,1,0,4,1.95867,0,12121,50000,TRUE
5,0,1,156,7,0,0,5,0.989576,0,29725,46000,FALSE
3,0,2,134,2,0,0,3,0.721242,0,27388,30000,FALSE
8,0,0,275,3,0,0,16,0.834018,0,112176,65000,FALSE
2,0,0,106,1,0,1,3,1.035,0,31250,23000,FALSE
6,0,0,94,1,0,0,3,0.384128,0,10218,15000,FALSE
2,0,0,311,1,0,0,3,0.776129,2,26497,125000,FALSE
4,0,0,96,2,0,0,13,0.440271,0,435599,55000,FALSE
4,0,0,217,0,0,0,4,0.303496,0,47933,70000,FALSE
2,0,3,247,3,0,0,4,0.945385,0,31496,40000,FALSE
17,0,0,385,3,0,1,14,0.3475,0,67085,30000,FALSE
3,0,0,34,0,0,0,6,0.211333,0,32228,31200,FALSE
9,0,0,338,2,0,0,10,0.732935,0,81514,60000,FALSE
5,1,0,134,4,0,0,6,0.657241,0,4950,31500,FALSE
4,0,5,288,1,0,0,5,0.872571,0,5250,21600,FALSE
3,0,0,97,0,0,0,4,0,0,55105,35000,FALSE
1,0,0,132,0,0,0,3,0.870072,0,103810,57000,FALSE
5,0,5,188,5,0,0,16,0,0,35548,40000,FALSE
0,0,3,178,0,0,0,0,0,0,0,35000,TRUE
4,0,0,157,0,0,0,5,0.381475,0,16950,54000,FALSE
0,0,1,31,0,1,0,0,0,0,0,1200,TRUE
1,0,0,12,1,0,0,1,0,0,10209,14000,FALSE
1,0,2,144,1,0,0,3,0.59,0,2000,25000,FALSE
1,0,3,118,2,0,0,2,0,0,42002,25000,FALSE
1,0,0,320,5,0,0,9,0.821827,0,351480,100000,FALSE
11,0,0,123,3,0,0,6,0.615,0,183106,55000,FALSE
17,0,2,94,3,0,0,21,0.990385,0,78797,30000,FALSE
2,0,1,109,1,0,0,17,0.371257,0,77797,50000,FALSE
6,0,0,448,15,0,0,12,0.851373,0,150575,74000,FALSE
8,0,1,36,4,0,0,10,0.316,0,44342,32000,FALSE
6,0,0,19,1,0,0,6,0.7512,0,26013,55000,FALSE
0,0,15,200,0,0,0,3,0,0,5250,72000,FALSE
1,0,0,346,0,0,2,11,0.980818,0,163421,155000,FALSE
5,0,1,231,4,0,0,4,0.520351,0,53936,20000,FALSE
2,0,6,296,2,0,0,2,0,0,11136,19000,FALSE
16,0,3,397,4,0,0,9,0.768327,0,31444,83870,FALSE
11,0,0,122,40,0,0,10,0.952752,0,48065,69000,FALSE
22,0,0,149,34,0,0,20,0.425914,0,130238,50000,FALSE
4,0,1,250,1,0,0,6,0.85,0,127575,31616,FALSE
3,0,3,86,11,0,0,9,1.236,0,74910,60000,FALSE
8,0,3,219,2,0,0,5,0,0,15949,23000,FALSE
2,0,0,254,3,0,0,2,0.757785,0,2601,65000,FALSE
4,0,2,250,2,0,0,11,0,0,40345,49000,FALSE
3,0,0,177,7,0,0,2,0.0780952,0,1050,75000,FALSE
4,0,0,78,1,0,0,11,0.7668,0,61393,27000,FALSE
2,0,2,81,2,0,0,0,0,0,0,30000,FALSE
1,0,0,75,0,0,1,7,0.851429,0,25797,27000,FALSE
1,0,4,73,1,0,1,3,0,0,30082,30000,TRUE
1,0,4,131,0,0,0,5,0.0651992,0,34925,38000,FALSE
7,0,4,268,0,0,1,14,1.02349,0,180728,60000,FALSE
9,0,0,229,0,0,0,13,0.389362,0,70484,50000,FALSE
6,0,0,79,0,0,0,5,0.858437,0,47472,74000,FALSE
5,0,2,105,3,0,0,2,0,0,9906,50000,FALSE
1,0,0,145,3,0,0,1,0,0,5619,1600,FALSE
7,0,0,44,11,0,0,9,1.00882,0,75686,13900,FALSE
2,0,0,374,2,0,0,5,0.581212,0,3300,31140,FALSE
7,0,0,113,5,0,0,13,0.737675,0,84317,24000,FALSE
1,0,2,111,0,0,0,4,0.423824,0,10700,30000,FALSE
3,0,0,181,1,0,0,2,0.353878,0,2450,50000,FALSE
0,0,0,336,4,0,0,0,0,0,0,19000,TRUE
1,0,0,22,0,0,0,1,0,0,12035,12000,FALSE
1,0,4,164,0,0,0,1,0,0,1700,52000,TRUE
6,0,0,245,0,0,0,6,0.137589,0,88717,43000,FALSE
4,0,0,356,3,0,0,7,0.440684,0,273011,69000,FALSE
2,0,0,361,0,0,1,2,0.972,0,17573,28000,FALSE
2,0,2,346,1,0,0,4,0.721622,0,319677,100000,FALSE
5,0,1,99,1,0,0,15,0.947937,0,50401,26000,FALSE
2,0,4,128,1,0,2,2,0,0,18473,47000,TRUE
3,0,0,611,2,0,0,5,0.361925,0,32200,50000,FALSE
1,0,1,51,1,0,0,2,0.679055,0,3767,24000,FALSE
18,0,0,233,3,1,0,16,0.458763,0,76896,45000,FALSE
11,0,5,140,0,0,0,21,0.944082,0,66723,58000,FALSE
11,1,0,157,7,0,0,9,1.24074,0,57718,40000,FALSE
3,0,0,264,0,0,0,7,0.415098,0,103350,68500,FALSE
5,0,2,60,0,0,0,3,0.99,0,18120,20000,FALSE
4,0,0,111,0,0,0,6,0.561429,0,42749,30000,FALSE
0,0,0,235,0,0,0,1,0.846,0,500,28800,FALSE
1,0,0,380,0,0,0,5,0.113333,0,26200,80000,FALSE
3,0,1,99,0,0,2,3,1.20286,0,1050,2500,TRUE
1,0,1,195,0,0,0,5,1.10267,0,70297,80000,FALSE
3,0,0,392,1,0,0,3,0,0,21109,8400,FALSE
0,0,5,176,1,0,0,1,0,0,9828,24000,FALSE
0,0,0,282,3,0,1,5,0.313636,0,232889,60000,FALSE
1,0,1,50,0,0,0,3,0,0,16893,20000,FALSE
3,0,1,273,0,0,0,4,0.759655,0,205050,7000000,FALSE
8,0,1,357,5,0,3,8,1.01898,0,23804,50000,TRUE
6,0,0,18,2,0,0,5,0.510667,0,2250,30000,FALSE
1,0,1,99,1,0,0,2,0.0790909,0,3300,65000,FALSE
8,0,0,158,1,0,0,11,0.725873,0,83877,50000,FALSE
8,0,0,55,0,0,0,9,0.3068,0,50063,26000,FALSE
0,0,5,207,2,0,0,3,0,0,25567,45000,FALSE
0,0,3,317,0,0,0,1,0,0,26612,86000,FALSE
14,0,1,327,0,0,0,9,0.198452,0,68088,95000,FALSE
2,0,6,93,2,1,0,2,0.985,0,10916,24500,FALSE
1,0,0,99,0,0,0,3,0,0,25709,3640,FALSE
4,0,3,70,0,0,0,2,0,0,24333,23000,FALSE
1,0,0,186,0,0,0,2,0,0,32685,62500,FALSE
4,0,6,211,9,0,0,3,0.855,0,11000,56000,FALSE
7,0,0,253,1,0,0,7,0.730566,0,12616,110000,FALSE
6,0,0,157,1,0,0,6,0.691351,0,18095,40000,FALSE
3,0,0,219,0,0,0,8,0.478235,0,66688,57000,FALSE
3,0,4,112,1,0,2,27,1.455,0,52996,52000,FALSE
10,0,0,186,5,0,0,9,0.867556,0,25138,39000,FALSE
3,0,0,209,1,0,0,4,0.778182,0,3200,34000,FALSE
6,0,3,301,0,0,0,6,0.938909,0,11800,95000,FALSE
0,0,0,171,2,0,0,3,0,0,6270,45000,FALSE
1,0,1,131,2,0,0,2,0,0,19757,733,FALSE
4,0,1,106,0,0,0,4,0.414464,0,27500,45000,FALSE
1,0,1,89,0,0,0,1,0,0,18345,120000,FALSE
3,0,0,110,1,0,0,5,0.750323,0,15400,40000,FALSE
9,0,0,351,4,0,0,13,0.70061,0,233756,88000,FALSE
2,0,0,265,2,0,0,2,0,0,35361,30000,FALSE
1,0,2,179,1,0,0,1,0,1,16734,35000,FALSE
6,0,3,131,7,0,0,11,0.864018,0,43081,64000,FALSE
9,0,0,202,2,0,0,7,1.03688,0,293894,65000,FALSE
1,0,0,168,0,0,0,7,0.408671,0,121937,65000,FALSE
1,0,0,342,1,0,0,2,0,0,26593,47600,FALSE
4,0,0,85,4,0,0,3,0,0,10500,21000,FALSE
15,0,13,156,6,0,0,19,0.826567,0,93322,36000,FALSE
3,0,0,71,1,0,0,2,0.0239216,0,2550,2000,FALSE
8,0,0,91,1,0,0,7,1.05962,0,30240,37000,TRUE
0,0,3,106,0,0,0,0,0,0,0,50000,TRUE
2,0,4,190,3,0,0,1,0,0,11748,30000,FALSE
5,0,0,66,1,0,1,4,1.32308,0,15925,41200,TRUE
3,0,0,219,0,0,0,8,0.58883,0,343686,76000,FALSE
2,0,1,337,1,0,0,2,0.93375,0,800,25000,FALSE
2,0,0,46,0,0,0,1,0.948,0,500,2800,TRUE
4,0,0,100,1,0,0,5,0.399841,0,20255,63000,FALSE
4,0,3,129,3,0,0,4,0,0,20558,45000,FALSE
2,0,2,98,3,0,1,6,0.138467,0,14350,17300,FALSE
1,0,2,182,1,0,0,2,0.985,0,21200,31000,FALSE
4,0,0,112,1,0,0,5,0.426627,0,16700,30000,FALSE
3,0,0,160,2,0,0,8,0.697459,0,147842,50000,FALSE
5,0,1,337,5,0,0,5,0.929333,0,7532,3540,FALSE
3,0,3,104,1,0,0,6,0.877544,0,46166,26000,FALSE
6,0,0,114,1,0,0,6,0.389274,0,34017,50000,FALSE
4,0,0,235,2,0,0,7,0.977333,0,16349,42000,FALSE
4,0,6,105,1,0,0,20,0,0,177285,30000,FALSE
2,0,4,119,2,0,0,3,0,0,18709,40000,TRUE
0,0,5,140,1,0,1,4,0,0,64505,30000,FALSE
5,0,0,160,5,0,0,13,0.703776,0,112777,50000,FALSE
3,0,0,387,1,0,0,9,0.0847472,0,152300,178890,FALSE
5,0,1,277,2,0,0,6,0.518163,0,48900,70000,FALSE
4,0,0,151,1,0,1,7,0.295764,0,283143,55000,FALSE
2,0,2,159,1,0,0,1,0,1,17263,25000,TRUE
5,0,1,127,3,0,0,5,0.837419,0,29641,25000,FALSE
4,0,8,144,0,1,0,6,0,0,127695,0,FALSE
23,0,0,339,5,0,0,27,0.840124,0,165178,50000,FALSE
3,0,0,73,0,0,0,4,0.270588,0,155954,60000,FALSE
5,0,1,67,2,0,0,8,0.971154,0,23247,36000,FALSE
4,0,1,84,0,0,0,5,0.2136,0,25143,52000,FALSE
2,0,1,33,4,0,0,2,0,0,5434,25000,FALSE
6,0,4,70,3,0,0,2,0,0,18555,32000,TRUE
3,0,0,105,2,0,0,6,1.11333,0,23379,27000,FALSE
4,0,3,174,0,0,0,16,0,0,53356,25000,FALSE
0,0,6,346,0,1,0,0,0,0,0,27000,TRUE
2,0,3,250,6,1,0,1,0,0,15064,60000,FALSE
1,0,0,136,0,0,0,2,0.165182,0,11000,154000,FALSE
6,1,0,56,1,0,1,5,1.335,0,5702,26000,FALSE
7,0,0,110,0,0,0,4,0,0,90152,2400,FALSE
4,0,2,191,3,0,0,20,0.939091,0,106339,33500,FALSE
1,0,3,187,0,0,0,4,0,0,14639,25000,FALSE
5,0,1,147,12,0,0,5,0.993333,0,35554,55000,FALSE
8,0,0,235,2,0,0,11,0.916603,0,75971,70000,FALSE
2,0,5,243,0,0,1,2,0,0,84042,70000,TRUE
9,0,0,30,2,0,0,7,0.591765,0,17000,50000,FALSE
0,0,0,111,0,0,0,0,0,0,0,50000,TRUE
7,0,3,99,1,1,0,4,0,0,33456,23000,FALSE
0,0,2,485,1,0,0,1,0,0,250,24000,TRUE
14,0,0,298,3,0,0,8,0.756118,0,70395,33888,FALSE
3,0,0,264,1,0,0,16,0.308929,0,76016,56000,FALSE
3,0,0,135,3,0,1,4,1.00739,0,6900,32000,FALSE
12,0,2,229,5,0,0,4,0,0,58732,75000,FALSE
3,0,0,105,0,0,0,10,0.840519,0,27760,82500,FALSE
2,0,3,246,4,0,0,3,0.994,0,15637,60000,FALSE
1,0,0,74,6,1,0,1,0.976,0,500,45000,FALSE
3,0,0,187,0,0,0,1,1.139,0,1000,75000,TRUE
14,0,0,89,13,0,0,18,0.361566,0,230461,55000,FALSE
3,0,0,274,0,0,0,2,0.930164,0,3050,60000,FALSE
4,0,0,138,2,0,1,14,0.498941,0,54397,20000,FALSE
3,0,0,101,2,0,0,14,0.515417,0,53021,33498,FALSE
1,0,0,104,0,0,0,7,0.417776,0,21620,44000,FALSE
4,0,0,405,2,0,0,11,0.840522,0,191282,95000,FALSE
11,0,0,72,2,0,0,10,0.783127,0,132915,50000,FALSE
4,0,3,50,6,0,0,5,0,0,20974,35400,FALSE
1,0,2,256,1,0,0,0,0,0,0,28500,FALSE
1,0,2,49,3,0,0,1,0,0,15782,50000,FALSE
3,0,1,206,1,0,1,5,0.0663462,0,187570,66000,TRUE
0,0,4,227,1,0,0,0,0,0,0,2574,TRUE
1,0,0,499,0,0,0,3,0.0703111,0,76433,75000,FALSE
2,0,4,157,0,0,2,2,0,0,43752,25000,FALSE
7,0,0,363,9,0,0,6,0.708365,0,31841,32000,FALSE
8,0,0,210,6,0,0,7,0.246179,0,6150,56000,FALSE
5,0,0,163,0,0,0,7,0.0404155,0,275091,105000,FALSE
10,0,0,125,0,0,0,8,0.936492,0,65653,30000,FALSE
5,0,0,367,0,0,0,5,0.109448,0,151610,55000,FALSE
2,0,2,102,0,0,1,3,1.38833,0,13783,1000,TRUE
5,0,0,202,0,0,0,3,0.96,0,24088,1140,FALSE
7,0,0,240,1,0,0,10,0.232183,0,70527,85000,FALSE
19,0,0,266,11,0,1,16,1.01053,0,253362,110000,FALSE
10,0,0,68,0,0,0,7,0.320068,0,41353,21000,FALSE
6,0,1,284,1,0,1,5,0.889524,0,47909,38500,FALSE
10,0,2,60,9,0,0,6,1.12261,0,44282,80000,FALSE
11,0,0,364,4,0,0,10,0.506377,0,70090,47590,FALSE
7,0,0,137,0,0,0,10,0.642857,0,92188,35000,FALSE
3,0,0,574,3,0,0,11,0.781632,0,170413,45000,FALSE
3,0,3,94,1,0,0,3,0,0,16178,35000,FALSE
1,0,2,66,0,0,0,0,0,0,0,9600,TRUE
7,0,0,129,1,0,0,8,0.249021,0,76885,85000,FALSE
5,0,0,118,0,0,0,10,0.87,0,95400,51000,FALSE
2,0,2,153,2,0,0,6,0.820167,0,32434,33000,FALSE
1,0,1,493,0,0,0,2,0,0,9556,90000,FALSE
5,0,1,147,2,0,0,10,0.64,0,28651,50000,FALSE
5,0,1,157,14,0,0,5,0.852658,2,3950,12000,FALSE
8,0,1,277,0,0,0,5,0.742454,0,18162,27000,FALSE
8,0,0,51,1,0,0,5,0.419678,0,39721,35000,FALSE
7,0,0,16,4,0,0,6,0.823684,0,7770,46000,FALSE
8,0,0,137,0,0,0,7,0.450698,0,57167,68000,FALSE
2,0,4,60,0,0,0,5,0,0,12438,34000,FALSE
6,0,0,323,2,0,0,19,0.593049,0,245242,46000,FALSE
5,1,0,63,1,0,0,1,0,0,500,35000,FALSE
2,0,1,17,1,0,0,0,0,0,0,30000,TRUE
2,0,2,74,0,0,0,2,0,2,34251,81000,FALSE
3,0,0,129,1,0,0,6,0.0841048,0,48042,56000,FALSE
5,0,3,103,1,0,0,13,0.0170724,0,87349,46000,FALSE
0,0,8,200,1,2,0,1,0,0,222,40000,TRUE
5,0,0,143,1,0,0,6,0.238522,0,36891,35000,FALSE
6,0,7,349,2,0,0,6,0.494,0,59670,30000,FALSE
1,0,5,113,1,0,0,0,0,0,0,48000,TRUE
4,0,3,116,5,0,0,14,0,0,57229,36000,FALSE
6,0,0,257,8,0,1,8,1.24,0,11827,30000,FALSE
1,0,0,282,1,0,0,20,0.583636,0,339724,45000,FALSE
2,0,6,222,1,0,0,7,0,0,10659,60000,TRUE
1,0,0,198,0,0,0,4,0.934971,0,29685,24000,FALSE
6,0,2,220,7,0,0,8,0.740385,0,66827,31000,FALSE
5,1,0,251,5,0,0,4,0.716923,0,5200,50000,FALSE
13,0,0,133,0,0,0,16,0.583529,0,206926,1400,FALSE
2,0,6,157,3,0,0,2,0,0,9623,80000,FALSE
2,0,0,150,2,0,0,12,0.49725,0,97622,50000,FALSE
10,0,3,118,4,0,0,9,0,0,89338,48000,FALSE
1,0,0,319,2,0,0,3,0.0584655,0,412100,132000,FALSE
9,0,4,153,6,0,2,7,1.24741,0,3887,6000,TRUE
2,0,0,301,1,0,0,2,0.313333,0,21307,20000,FALSE
1,0,0,26,4,0,0,0,0,0,0,30000,FALSE
3,0,10,182,1,0,1,3,1.014,0,15406,8400,FALSE
3,0,0,108,0,0,0,2,0.447667,0,20090,24000,FALSE
3,0,0,94,0,0,0,0,0,0,0,25000,TRUE
3,0,3,155,1,0,0,0,0,0,0,62000,TRUE
0,0,0,73,0,1,0,1,0,0,16941,24000,FALSE
5,0,0,236,0,0,0,4,0.959444,0,22579,25000,FALSE
2,0,3,115,0,4,0,2,0,0,4750,37000,FALSE
7,0,0,76,10,0,0,3,0.667692,0,6460,17500,FALSE
3,0,1,84,1,0,0,3,0.728462,0,8167,32318,FALSE
7,0,0,169,4,0,0,5,0.469822,0,37026,75000,FALSE
3,0,3,146,1,0,0,0,0,0,0,50000,TRUE
4,0,0,226,0,0,1,9,0.739912,0,48047,95000,FALSE
1,0,1,203,0,0,0,2,0.424,0,48074,68000,FALSE
1,0,4,190,1,0,0,12,0,0,72915,48000,FALSE
1,1,3,213,1,0,0,0,0,0,0,51000,FALSE
5,0,0,87,4,0,0,9,0.822059,0,37721,52000,FALSE
3,0,8,151,1,1,0,5,0,0,6208,30000,FALSE
0,0,3,217,3,0,0,0,0,0,0,65000,TRUE
0,0,1,219,0,0,0,4,0.03,0,57526,28800,FALSE
