accounts_opened_last_24_months,bankruptcies_last_18_months,collections_excluding_medical,credit_history,credit_inquiries_last_6_months,judgements_last_18_months,months_since_most_recent_inquiry,ninety_plus_delinquencies_last_18_months,number_of_accounts_currently_30dpd,open_credit_accounts,pre_loan_debt_to_income,public_records,revolver_utilization,tax_liens_last_18_months,thirty_plus_delinquencies_last_3_months,thirty_plus_delinquencies_last_24_months,total_current_balance,total_high_credit_limit,annual_income,historical_result
2,0,0,70,0,0,17,0,0,1,0.782761,0,0,0,0,0,36007,36007,13800,Mid FICO
2,0,2,11,6,0,4,0,0,2,NULL,0,0,0,0,0,2770,2750,0,Mid FICO
3,0,2,139,1,0,0,14,0,5,0.165257,2,1.424,0,12,19,28310,28309,35000,Low FICO
0,0,0,103,0,0,11,3,0,0,1.80505,1,0,0,0,0,3305,0,19000,Low FICO
9,0,0,88,1,0,3,0,0,9,0.165107,0,0.633067,0,0,0,22067,29000,14000,High FICO
3,0,6,141,1,0,0,3,0,2,0.427902,0,0,0,1,1,58860,61550,41000,Low FICO
7,0,0,79,0,0,13,0,0,7,0.190776,0,0.67012,0,0,0,276504,287300,91395,High FICO
24,0,3,95,12,0,0,0,0,32,0.258571,0,0.834458,0,0,1,125810,122153,42000,Mid FICO
1,0,0,372,7,0,0,0,0,1,0.00461538,0,0.336667,0,0,0,101,300,65000,High FICO
1,0,1,136,0,0,9,1,1,1,0.0024,1,0.973333,0,1,4,146,150,25000,Low FICO
1,0,0,105,0,0,18,3,0,10,0.104188,0,0.682045,0,0,7,60075,64822,60082,Mid FICO
1,0,1,51,2,0,4,6,0,1,0.3516,0,0,0,3,6,407,162,10000,Low FICO
3,0,0,282,1,0,2,0,0,2,0.0165289,0,0.186,0,0,0,2046,11000,21780,High FICO
1,0,0,39,1,0,0,0,0,1,0.2856,0,0,0,1,1,5814,7382,10000,Mid FICO
3,0,0,95,0,0,21,0,0,10,0.175034,0,0.767155,0,0,0,161605,179340,58000,High FICO
9,0,4,96,0,2,6,0,0,16,0.54144,2,0,0,0,0,35951,38614,25000,Mid FICO
0,0,3,365,0,0,NULL,0,0,0,0.160138,0,0,0,0,0,1879,0,29000,Low FICO
8,0,0,116,3,0,2,4,3,11,0.2067,0,0.673617,0,6,31,165268,177547,40000,Mid FICO
2,0,2,105,0,0,6,0,1,2,0.244444,0,0.940577,0,3,7,27181,27262,27000,Low FICO
5,0,0,78,0,0,NULL,0,0,18,0.284,0,0.496071,0,0,0,117824,116000,30000,High FICO
0,0,4,111,0,1,7,1,0,0,45.144,2,0,0,0,0,3762,0,1000,Low FICO
4,0,3,260,3,0,0,32,0,3,0.872945,1,0.522162,0,0,32,21386,20404,110000,Low FICO
4,0,3,210,2,0,0,0,0,6,0.113354,0,0.910526,0,0,0,37053,39723,65000,Mid FICO
2,0,0,116,1,0,5,0,2,4,0.0737778,0,0.80806,0,2,2,2707,3350,27000,Mid FICO
1,0,3,89,1,0,0,0,0,2,0.1736,0,0,0,0,0,16361,29740,30000,Low FICO
4,0,0,113,1,0,3,0,0,23,0.399041,0,0.570579,0,0,0,55176,80535,49522,High FICO
6,0,0,126,1,0,0,1,1,15,0.437166,0,0.786273,0,1,4,79147,100223,64000,Mid FICO
6,1,0,162,0,1,17,0,0,6,0,3,0,0,0,0,20000,20000,14000,Mid FICO
0,0,1,104,0,0,11,17,0,2,0.585953,0,0,0,0,16,7503,5500,26398,Low FICO
1,0,2,319,2,0,2,1,0,20,1.14994,0,0.639574,0,0,0,174602,153176,77000,Mid FICO
7,0,0,47,0,0,6,0,0,5,0.148,0,0.937185,0,2,2,16144,17840,30000,Low FICO
6,0,0,226,6,0,0,0,0,4,0.187755,0,0.0166667,0,0,17,43526,44575,26460,Mid FICO
1,0,0,208,1,0,0,0,0,7,0.203287,0,0.0317614,0,0,0,139941,220744,39730,High FICO
11,1,1,133,2,0,4,0,0,14,0.0367687,1,0.816452,0,0,0,32085,60581,32000,Mid FICO
4,0,2,200,3,0,0,2,0,8,4.73345,0,0.188889,0,0,6,71801,57684,52000,Mid FICO
3,0,0,114,2,0,3,0,0,3,0.1132,0,0.39,0,0,0,7174,8590,30000,High FICO
4,0,4,129,3,0,4,11,0,6,1.92912,0,1.49778,0,3,15,33904,25410,28800,Mid FICO
4,0,4,106,0,0,13,3,1,5,0.237171,0,1.272,0,5,12,27453,28461,35000,Low FICO
0,0,2,105,0,0,NULL,1,0,0,0.9108,0,0,0,0,0,3795,0,50000,Low FICO
9,0,0,81,0,0,10,0,0,16,0.248644,0,0.274652,0,0,0,73398,122105,98985,High FICO
0,0,2,455,4,0,2,0,0,0,0.369103,0,0,0,0,0,1086,0,29000,Low FICO
2,0,0,153,1,0,0,0,0,8,3.55717,0,0.3443,0,0,0,43311,62889,35000,High FICO
0,0,1,297,0,0,NULL,0,0,1,0.012,0,0.27,0,0,0,324,1200,25000,High FICO
3,0,1,232,1,0,5,0,0,15,0.238296,1,0.720746,0,0,0,150631,179363,84500,High FICO
6,0,0,192,1,0,0,0,0,13,0.20528,0,0.814648,0,0,0,287586,315032,150000,High FICO
5,0,0,44,0,0,6,3,0,4,0.482075,0,0.925172,0,9,19,6632,5843,12000,Low FICO
3,0,1,104,8,0,0,0,0,4,0.391393,0,0.964516,0,0,1,15720,15775,14000,Low FICO
6,0,0,70,6,0,0,0,0,5,0.1208,0,0.453369,0,0,0,1682,3710,15000,Mid FICO
15,0,0,244,3,0,0,0,0,11,0.271667,0,0.406831,0,0,0,298120,333346,72000,High FICO
16,1,0,319,9,0,0,0,0,12,0.158654,2,0.492265,0,0,2,35130,46151,70773,High FICO
5,0,4,67,0,0,6,92,0,2,0.490462,0,0.5775,0,18,93,2339,16229,39000,Low FICO
5,0,1,189,0,0,10,1,0,7,0.389478,0,0.702835,0,0,0,5646,6350,46000,Mid FICO
8,0,0,62,9,0,2,0,0,10,0.39055,0,0.983714,0,0,0,80784,84305,60000,High FICO
1,0,3,89,0,0,22,9,0,1,0.482222,1,0,0,3,10,11637,11092,27000,Low FICO
3,0,2,354,3,0,0,1,0,9,0.785071,0,0.655476,0,0,3,55797,87098,31000,High FICO
3,0,1,254,13,0,0,13,0,5,1.5945,2,1.01784,0,4,9,36341,27409,58000,Low FICO
3,0,0,220,0,0,10,0,0,5,0.123675,0,0.670068,0,0,1,27116,39668,60000,High FICO
3,0,4,168,1,0,2,0,0,5,0.0913333,0,0.915636,0,0,0,14829,17053,36000,Mid FICO
4,0,0,85,0,0,12,0,0,7,0.126923,0,0.41542,0,0,2,14578,24578,52000,High FICO
2,0,0,26,1,0,2,11,0,1,0.051,0,0,0,2,10,51,500,12000,Low FICO
1,0,1,53,3,0,2,1,0,0,0.998,0,0,0,0,2,1497,0,18000,Low FICO
4,0,1,186,4,1,0,3,0,0,2.30784,2,0,0,0,1,6363,0,25000,Low FICO
4,0,0,53,0,0,11,0,0,4,0.120554,0,0,0,0,0,29316,32563,65000,Mid FICO
8,0,4,241,1,0,5,0,0,7,3.24192,0,0.715111,0,7,24,33685,26280,50000,Mid FICO
1,0,3,278,9,0,0,0,0,1,10.86,0,1.03333,0,0,0,24715,300,27000,Low FICO
1,0,1,262,0,0,8,0,0,3,0.0411429,0,1.0075,0,0,5,20423,30790,140000,Low FICO
4,0,0,171,1,1,0,5,0,4,9.54182,1,0,0,0,1,80571,41176,33000,Mid FICO
0,0,3,54,0,0,11,0,0,0,2.3144,0,0,0,0,0,2893,0,15000,Low FICO
1,0,4,89,1,0,4,40,0,10,0.187875,0,0,0,0,54,39306,39416,32000,Low FICO
5,0,2,142,2,0,1,3,0,12,0.294654,0,0.915824,0,0,9,102234,165205,38160,Mid FICO
5,0,1,105,0,0,17,0,0,29,0.1932,0,0.0908075,0,0,0,85199,87710,40000,High FICO
4,0,0,113,4,0,1,6,0,10,0.990496,0,0.0976316,0,6,10,61803,60286,52000,Mid FICO
1,0,4,317,0,0,17,5,0,6,0.66,0,0,0,0,4,22133,19619,13000,Low FICO
0,0,1,147,1,0,3,0,0,0,9.03436,0,0,0,0,0,16563,0,22000,Low FICO
7,0,0,234,0,0,9,0,0,8,0.056,0,0.369902,0,0,0,979442,1005488,330000,High FICO
7,0,4,116,4,0,1,0,0,11,0.3108,1,0.899231,0,0,20,44031,48016,30000,Mid FICO
4,0,0,138,4,0,0,0,0,5,0.2516,0,0.314286,0,0,0,32453,35099,30000,High FICO
1,0,1,108,4,0,0,1,1,2,0.7689,0,0.926064,0,4,4,37361,36672,40000,Low FICO
3,0,2,102,3,0,0,0,0,1,0.0084,0,0.875,0,0,0,175,200,20000,Mid FICO
2,0,3,140,3,0,2,1,0,1,0.344483,2,0,0,0,0,12950,11842,58000,Low FICO
9,0,4,122,0,1,6,12,1,5,0.457193,2,0,0,17,27,50220,44153,52363,Low FICO
4,0,0,146,1,0,0,2,0,23,0.230211,0,0.700263,0,0,10,169001,186396,38000,High FICO
2,0,0,127,0,0,11,5,1,10,0.380242,0,0.777826,0,4,39,187505,212441,55000,Mid FICO
0,0,2,117,0,0,NULL,90,0,1,0.027,0,0,0,27,90,3978,3517,20000,Low FICO
5,1,0,188,9,0,0,7,0,7,0.0912,1,1.18,0,0,10,18682,11817,60000,Mid FICO
2,0,0,343,1,0,0,0,0,3,0.0122885,0,0.230119,0,0,0,9795,52474,260000,High FICO
3,0,1,130,3,0,2,0,0,2,0.1432,0,0.366667,0,0,0,1326,1550,30000,Mid FICO
3,0,3,156,1,0,3,1,1,5,0.809186,0,0,0,3,5,23904,22905,31865,Low FICO
0,0,1,99,0,0,20,12,0,4,0.0322286,0,0,0,8,16,18517,12757,35000,Low FICO
6,0,0,105,0,0,8,0,0,7,0.2712,0,0.0880833,0,0,3,96675,113799,30000,High FICO
3,0,3,48,3,0,0,8,0,2,1.2072,0,0,0,3,8,2432,1422,10000,Low FICO
14,0,4,125,14,0,2,2,0,5,1.0304,0,0,0,2,2,38746,41748,30000,Low FICO
12,0,0,200,0,0,7,0,0,9,0.19707,0,0.172976,0,0,0,161231,203019,71000,High FICO
17,0,1,364,2,0,4,0,4,27,0.830089,0,0.939737,0,4,4,113214,123285,54000,Mid FICO
3,0,1,142,2,0,4,0,0,13,0.131967,0,0.490226,0,0,0,158309,170543,82000,High FICO
3,1,1,197,1,0,5,0,0,5,0.291186,1,0.724167,0,0,2,42357,78508,42000,Mid FICO
1,0,2,74,0,0,14,51,0,7,1.22715,0,0,0,6,48,28800,27082,30000,Low FICO
3,0,0,116,1,0,4,0,0,18,0.384245,1,0.552771,0,0,1,76294,63030,33260,High FICO
4,0,0,19,1,0,5,0,0,4,2.0592,0,0.966,0,0,0,6854,8767,2500,Mid FICO
4,0,3,90,0,0,10,0,1,10,0.428254,1,0,0,3,6,36943,36309,35000,Low FICO
3,0,2,146,0,0,8,0,0,1,7.69771,0,0.979333,0,0,0,21684,4500,21000,Mid FICO
5,0,1,125,0,0,7,0,0,5,0.226571,0,0.0997,0,0,0,13638,28698,42000,High FICO
0,0,0,358,9,0,0,0,0,2,0.00648,0,0.016,0,0,0,21672,63870,50000,High FICO
3,0,1,198,1,0,4,0,1,3,0.246146,0,1.226,0,3,6,425846,343932,82000,Low FICO
6,1,1,216,20,0,2,0,0,3,0.198106,5,0.285333,0,0,0,33025,33695,63360,Mid FICO
1,0,5,54,4,0,0,1,0,0,1.36615,0,0,0,0,0,296,0,2600,Low FICO
5,0,1,85,1,0,3,0,0,9,0.322676,0,0.465586,0,0,0,13718,26593,41000,Mid FICO
6,0,1,97,2,0,3,0,1,6,0.1362,0,0.820095,0,1,1,2003,1901,40000,Mid FICO
3,0,0,19,1,0,4,1,0,3,31.6865,0,0.971143,0,2,5,26158,9053,1200,Low FICO
4,0,0,160,1,0,5,0,0,10,0.217,1,0.627313,0,0,0,140623,158995,48000,High FICO
1,0,1,110,3,0,0,0,1,1,0.0696,0,0,0,2,3,10472,13803,55000,Low FICO
4,0,0,247,5,0,0,1,0,4,0.313826,0,0.0166667,0,0,12,17030,24883,35000,Mid FICO
0,0,0,148,1,1,2,0,0,0,0.0377964,1,0,0,0,0,263,0,83500,Low FICO
0,0,3,107,2,0,1,0,0,5,0,0,0,0,0,0,13167,12000,11000,Mid FICO
28,0,0,205,0,0,11,0,0,19,0.301309,0,1.00348,0,0,0,77260,102223,110000,Mid FICO
0,0,0,212,1,0,0,21,1,3,65.959,0,1.00817,0,6,25,201829,184425,3220,Low FICO
1,0,0,147,0,0,17,0,0,1,0.00666667,0,0.96,0,0,0,288,300,45000,High FICO
4,0,0,40,1,0,3,0,0,4,NULL,0,0.931667,0,0,0,5200,5350,0,Mid FICO
10,0,0,20,2,0,2,0,0,9,0.366857,0,0.63561,0,1,1,17506,21648,28000,Mid FICO
1,0,0,6,0,0,6,0,0,0,0.0075,0,0,0,1,1,65,0,24000,High FICO
4,0,0,157,0,0,6,0,0,5,0.0349111,1,0.381475,0,0,0,6466,16950,54000,High FICO
4,0,0,17,3,0,1,0,0,4,0.128,0,0.778,0,0,0,2958,3750,12000,Mid FICO
0,0,4,215,3,0,2,0,0,1,0.077194,0,0,0,0,4,11020,14001,67000,Low FICO
3,0,0,249,2,0,3,0,0,3,0.0465882,0,0.569524,0,0,0,1196,2100,17000,High FICO
0,0,3,148,3,0,1,0,0,2,0.2454,0,0,0,0,1,30207,29419,40000,Mid FICO
1,0,3,131,2,0,0,38,0,0,1.1528,0,0,0,0,36,1729,0,15000,Low FICO
6,0,1,143,0,0,10,2,0,10,0.686,0,0,0,0,2,45407,40004,30000,Mid FICO
24,0,0,296,2,0,0,0,0,10,0.0264685,0,0.214892,0,0,11,154636,252800,109500,High FICO
0,0,0,81,0,0,6,4,0,3,0.791657,0,1.00967,0,0,10,32259,44005,35000,Mid FICO
5,0,0,77,0,0,18,0,0,3,0.0564545,0,0.287792,0,0,0,17350,35949,88000,High FICO
8,0,2,230,0,0,7,0,0,9,0.281613,0,0.90697,0,0,13,102294,101686,62000,Mid FICO
1,0,3,77,0,0,16,7,0,4,0.9236,0,0,0,5,13,31947,30163,18000,Low FICO
11,0,0,116,2,0,1,1,0,19,0.316385,0,0.578735,0,0,1,195191,234390,65000,Mid FICO
0,0,3,118,0,0,17,0,0,0,1.39002,1,0,0,0,0,5178,0,27401,Low FICO
6,0,0,36,1,0,3,0,0,9,0.0857143,0,0.571429,0,0,0,22167,22767,14000,High FICO
0,0,2,109,0,0,NULL,0,0,0,1.921,1,0,0,0,2,1921,0,12000,Low FICO
2,0,0,14,0,0,8,0,0,2,0.284667,0,0.412308,0,0,0,16351,17879,18000,High FICO
6,0,7,203,1,0,3,1,0,18,3.90602,5,0,0,0,24,140339,75555,37000,Mid FICO
1,0,5,274,5,0,0,16,0,17,2.628,0,0.366667,0,0,38,88713,59461,59691,Mid FICO
5,1,0,67,12,0,0,0,0,13,0.328897,1,0.78,0,0,0,64320,59827,34000,Mid FICO
1,0,3,116,2,0,2,123,0,2,2.32222,0,0.966667,0,0,147,6213,6278,27000,Low FICO
7,0,0,132,0,0,23,0,0,7,0.213714,0,0.817,0,0,1,19457,22687,21000,High FICO
2,0,0,399,1,0,0,0,0,2,0.21189,1,0.057,0,0,0,70240,9056,45250,Mid FICO
14,0,0,112,2,0,4,0,0,15,0.443232,0,0.689496,0,0,0,117710,155297,57000,High FICO
6,0,0,87,4,0,0,0,0,6,0.201818,0,0.942468,0,0,0,31689,37273,55000,Mid FICO
13,0,0,45,5,0,0,0,0,5,0.2444,0,0.62138,0,1,1,51948,63251,60000,Mid FICO
4,0,0,288,1,0,3,0,0,6,0.0837882,1,0.896859,0,0,1,38367,37933,170000,High FICO
0,0,6,165,1,0,5,3,0,0,1.35829,3,0,0,0,0,11990,0,42000,Low FICO
5,0,1,153,3,0,2,16,0,3,1.20906,0,0,0,0,29,23687,19871,28862,Low FICO
3,0,2,124,5,0,0,1,0,3,0.267333,0,0.844,0,1,3,16726,20816,36000,Mid FICO
7,0,0,220,2,0,1,0,0,12,0.105391,0,0.552341,0,0,0,846981,930893,161000,High FICO
4,0,0,71,0,0,10,0,0,9,0.0806,0,0.27869,0,0,0,110649,128562,60000,High FICO
1,0,7,93,9,0,3,1,0,1,0.153882,0,0,0,0,4,6801,7164,17000,Low FICO
2,0,2,174,4,1,4,2,0,3,0.344118,4,0,0,0,0,18696,24015,34000,Low FICO
3,0,9,141,1,0,5,3,0,0,0.658286,0,0,0,0,0,1890,0,35000,Low FICO
5,0,5,108,7,0,0,1,0,8,0.467981,0,0,0,1,7,33827,45448,32000,Mid FICO
1,0,0,30,0,0,8,1,0,1,0.1,0,0,0,1,3,2845,2818,9000,Mid FICO
18,0,1,137,6,0,1,0,0,19,0.270296,0,0.934626,0,0,0,151461,163985,73000,Mid FICO
2,0,1,108,8,0,0,1,0,1,2.148,0,0,0,0,0,24765,19978,35000,Low FICO
6,0,0,316,0,0,17,0,0,8,0.329648,0,0.637655,0,0,0,131217,193963,150000,High FICO
3,0,0,115,0,0,19,2,0,12,0.393077,0,0.841217,0,1,10,63650,61635,62000,Mid FICO
4,0,5,150,8,0,0,5,0,10,0.716976,0,0.945554,0,0,17,87749,90752,43373,Mid FICO
6,0,0,88,2,0,0,0,0,8,0.117,0,0.673333,0,0,0,8867,10435,16000,High FICO
11,0,0,291,3,0,0,0,0,11,0.246816,0,0.466077,0,0,0,11221,16250,25000,High FICO
12,0,6,230,1,0,1,2,1,15,0.686917,0,0,0,1,5,77276,76914,40000,Mid FICO
4,0,0,18,0,0,12,0,0,3,0.1284,0,0.609333,0,0,0,16338,17709,30000,High FICO
0,0,2,203,11,0,0,0,0,1,0.144,1,0,0,0,0,360,3375,30000,Low FICO
1,0,0,92,0,0,15,0,0,5,0.0762857,0,0.0542282,0,0,1,93176,110821,70000,High FICO
5,0,12,202,1,0,3,2,3,5,0.207363,0,1.02154,0,6,12,32380,34408,120000,Low FICO
17,0,4,267,3,0,0,27,0,8,0.532713,0,0,0,6,43,68582,76989,52000,Mid FICO
4,0,0,231,0,0,NULL,0,0,14,0.320914,1,0.810365,0,0,0,180088,232106,70000,High FICO
3,0,0,186,1,0,5,48,0,20,0.954282,0,0.809286,0,0,54,234342,241443,68000,Mid FICO
14,0,0,151,1,0,2,0,0,13,0.0915652,0,0.529018,0,0,0,7274,13750,46000,High FICO
5,0,3,104,1,0,0,0,1,8,0.3024,0,0.789783,0,1,3,31631,34387,35000,Mid FICO
3,0,1,95,0,0,9,33,0,7,0.0757241,0,0.628829,0,12,38,10540,11580,29000,Mid FICO
2,0,0,84,1,0,1,0,0,2,0.0316,0,0.771282,0,0,0,3008,3900,30000,High FICO
10,0,0,134,8,0,0,0,0,11,0.379821,1,0.702472,0,0,0,13799,18399,22400,Mid FICO
9,0,0,98,2,0,0,0,0,11,0.215184,0,0.364512,0,0,0,211181,240797,75000,High FICO
1,0,1,54,1,0,2,24,1,5,0.150462,0,1.192,0,5,33,10317,8458,13000,Low FICO
3,0,1,225,0,0,13,3,0,0,0.718941,0,0,0,0,0,1917,0,34000,Low FICO
3,0,0,14,2,0,2,0,0,3,0.01,0,0.846667,0,0,0,9754,9800,30000,Mid FICO
1,1,0,145,0,0,NULL,0,0,5,0,3,0,0,0,0,3049,5877,30000,Low FICO
3,0,0,146,1,0,1,0,0,4,0.201091,0,0.233617,0,0,0,29232,34921,33000,Mid FICO
0,0,3,52,0,1,6,10,0,0,1.6112,1,0,0,0,10,2014,0,15000,Low FICO
11,0,0,61,5,0,0,0,1,10,0.572575,0,0.324444,0,1,1,42541,46929,24000,High FICO
5,0,0,191,2,0,3,0,0,10,0.204857,0,0.683018,0,0,0,34803,51667,56000,High FICO
6,0,0,81,2,0,2,0,0,12,0.356321,0,0,0,0,0,196120,212838,68500,High FICO
3,0,3,34,1,0,0,1,0,2,1.4824,0,0,0,0,0,6603,4750,15000,Low FICO
6,0,3,187,5,0,3,0,0,8,5.09588,0,0.694082,0,0,1,43095,33906,40800,Mid FICO
2,0,0,60,0,0,18,0,0,2,0.17475,0,0,0,0,0,1967,5212,16000,Mid FICO
2,0,1,233,1,0,3,0,0,25,0.1676,0,0.689152,0,0,1,413228,372159,120000,High FICO
4,0,0,51,1,0,2,0,0,4,0.138462,0,0.678784,0,0,0,6423,8800,27040,High FICO
2,0,0,112,0,0,21,0,0,20,0.295263,0,0.862689,0,0,0,92320,93337,38000,High FICO
3,0,0,51,0,0,13,0,0,6,0.294207,0,0.229504,0,0,4,6975,17988,29000,High FICO
3,0,1,245,4,0,1,0,0,10,0.13116,0,0.905003,0,0,4,91511,104285,180000,Mid FICO
3,0,0,122,0,0,19,6,0,3,0.7384,0,1.0512,0,3,13,10154,9575,30000,Low FICO
1,0,0,148,0,0,NULL,4,1,12,0.0883723,1,0.890753,0,4,23,14313,28435,59900,Mid FICO
2,1,2,373,3,0,0,3,0,1,1.2627,5,0,0,0,5,19398,16689,40000,Low FICO
2,0,0,539,1,0,1,0,0,11,0.105981,0,0.676059,0,0,0,324450,344137,107000,Mid FICO
4,0,0,145,1,0,2,0,0,7,0.226154,0,0.230533,0,0,0,64880,89873,65000,High FICO
2,0,0,370,0,0,20,3,0,0,22.392,0,0,0,0,0,3224,0,1500,Low FICO
5,0,0,434,0,0,7,0,0,6,0.204706,0,0.892217,0,0,0,26771,28858,34000,High FICO
2,0,0,272,0,0,7,10,0,6,1.08967,0,0.667317,0,0,16,141030,166809,24000,Mid FICO
15,0,4,339,0,0,10,27,0,1,7.93989,2,0,0,6,16,45307,8825,38000,Low FICO
4,0,2,52,11,0,0,0,0,4,0.0541714,0,0.473889,0,1,1,2559,5400,35000,Low FICO
4,0,0,117,0,0,9,0,0,4,0.1975,0,0.3625,0,0,0,21272,24559,24000,High FICO
4,0,1,300,0,0,11,22,0,10,0.591,5,0,0,0,21,58326,54567,36000,Mid FICO
0,0,7,93,0,0,NULL,59,0,1,0.319556,0,0,0,2,62,1956,5772,27000,Low FICO
0,0,2,110,1,0,4,0,0,1,0,0,0,0,0,0,5589,4619,25000,Mid FICO
13,0,0,164,10,0,0,0,0,7,0.285562,2,0.863265,0,0,3,31610,40381,64000,Mid FICO
2,0,0,226,0,0,11,0,1,4,0.254323,0,0.707037,0,2,6,29000,34291,31000,Mid FICO
4,0,0,314,0,0,16,3,0,3,0.295615,2,0.591333,0,4,18,29843,32897,52000,Low FICO
3,0,0,52,0,0,6,0,0,4,0.223875,0,0.480514,0,0,1,23227,27783,32000,Mid FICO
2,0,0,140,0,0,NULL,0,0,8,0.101362,0,0.707596,0,1,1,58595,69236,94000,High FICO
1,0,0,131,0,0,12,0,0,3,0.105429,0,0.587273,0,0,0,107912,111017,28000,High FICO
0,0,1,77,3,0,0,0,0,1,0.270947,1,0,0,0,0,9094,5500,19000,Low FICO
1,0,1,276,2,0,3,0,1,5,0.4044,1,0.386254,0,1,33,81442,93392,10000,Mid FICO
12,0,0,56,5,0,2,1,0,18,1.4844,0,0.868396,0,0,0,55981,57648,15000,Mid FICO
3,0,2,120,2,0,0,1,0,1,0.0274286,1,0,0,0,1,480,640,35000,Low FICO
5,0,0,195,2,0,2,0,0,10,0.325597,0,0.250947,0,0,0,49511,103287,40000,High FICO
4,0,1,132,1,0,4,23,0,6,0.0659,0,0,0,0,24,12879,11837,30000,Mid FICO
2,0,3,203,1,0,2,0,0,2,0.00631579,0,0.085,0,0,0,85,1000,95000,High FICO
1,0,0,65,0,0,NULL,0,0,6,0.068,0,0.701146,0,0,0,14501,17350,45000,High FICO
0,0,0,349,2,0,2,0,0,1,0,1,0,0,0,6,0,25000,50000,Low FICO
5,0,3,358,2,1,0,1,0,4,2.5914,9,0.524667,3,0,2,17129,13059,40000,Mid FICO
3,0,1,54,0,0,8,14,0,9,0.604966,0,0.62,0,1,13,36725,36509,14500,Low FICO
3,0,4,257,2,0,2,4,0,2,1.62162,0,0,0,4,13,25051,21849,3700,Low FICO
6,0,0,92,2,0,3,0,0,15,0.31296,0,0.753397,0,0,0,33298,42230,30000,High FICO
1,0,0,139,10,0,0,0,0,2,0.00663529,0,0.00657849,0,0,0,190,28882,85000,High FICO
3,0,4,171,1,0,2,2,1,5,0.145125,1,0.651197,0,2,3,19956,29025,32000,Low FICO
3,0,9,221,2,0,2,1,0,2,3.4422,1,0,0,0,0,14641,3167,40000,Low FICO
6,0,0,79,1,0,3,0,0,8,0.0540496,0,0.0420606,0,0,0,235660,279141,48400,High FICO
3,0,3,60,9,0,4,0,0,2,0.105867,0,1.0525,0,0,0,14997,15047,45000,Mid FICO
2,0,0,111,0,0,9,0,0,6,0.332562,0,0.494877,0,0,0,51723,75255,37000,High FICO
4,0,3,222,4,0,3,2,0,2,4.184,2,0,0,3,3,37115,35030,4500,Low FICO
6,0,0,78,0,0,8,0,0,4,0.1955,1,0,0,1,3,16321,24895,48000,Mid FICO
6,0,0,137,2,0,1,0,0,7,0.165655,0,0.429622,0,0,2,335346,359153,87000,High FICO
6,0,0,99,0,0,NULL,0,0,6,0.05736,0,0.99025,0,0,0,50555,52903,150000,High FICO
2,0,0,128,0,0,18,0,0,3,0.0444444,0,0.821333,0,0,1,7375,9334,54000,Mid FICO
9,0,0,114,21,0,0,0,1,20,0.527765,0,0.856947,0,1,1,58949,70484,37000,Mid FICO
1,0,0,21,4,0,1,1,0,0,0.22224,0,0,0,0,0,463,0,25000,Low FICO
13,0,0,179,3,0,1,0,0,15,0.3648,1,0.698,0,0,0,18694,18288,25000,Mid FICO
8,0,0,88,1,0,2,0,0,8,0.11152,0,0.6,0,0,0,179258,189215,75000,High FICO
3,0,4,165,0,0,9,12,0,2,0.3872,0,0,0,0,12,26634,26960,45000,Low FICO
11,0,5,143,1,0,5,0,0,3,0.423,0,0,0,0,0,2425,2330,20000,Mid FICO
1,0,1,104,2,0,3,0,0,2,0.16275,0,0.22,0,0,5,15167,22311,32000,Mid FICO
5,0,0,134,0,0,8,0,0,9,0.109477,0,0.372462,0,0,2,363953,404314,130000,High FICO
0,0,5,195,0,0,10,8,0,2,0.874729,0,0,0,1,13,14887,37911,85000,Low FICO
1,0,1,327,3,0,0,2,0,0,3.4416,0,0,0,0,0,14120,0,50000,Low FICO
1,0,2,63,2,0,2,8,0,4,0.166273,0,0.919024,0,2,11,18991,19519,37000,Low FICO
3,0,0,89,6,0,0,0,0,8,0.1941,0,0.343351,0,0,2,62756,76063,40000,High FICO
51,0,0,159,37,0,0,0,0,35,0.200172,0,0.329557,0,0,0,75108,85953,120000,High FICO
3,0,1,140,4,0,1,41,1,6,1.09375,0,0,0,8,58,32029,27020,48000,Low FICO
6,0,1,257,4,0,1,0,0,3,0.0606,0,1.00333,0,0,0,1714,1813,40000,Mid FICO
7,0,0,113,0,0,6,2,0,5,0.147055,0,0.3425,0,5,7,137467,139639,55000,Mid FICO
3,0,2,184,5,0,2,1,0,11,0.461857,0,0.0772414,0,0,34,38570,44403,40000,Mid FICO
6,0,4,368,0,0,15,40,0,9,4.49288,0,0.0306024,0,19,84,96119,79646,32000,Low FICO
4,0,0,35,0,0,6,0,0,6,0.128365,0,0.505634,0,0,2,16552,18372,24960,High FICO
0,0,1,119,2,0,3,0,0,1,0.0345,0,0.515952,0,0,0,2167,4200,24000,Mid FICO
1,0,2,147,1,0,2,6,0,3,1.68753,0,1.008,0,0,4,96146,79962,36000,Mid FICO
1,0,1,138,0,0,7,18,0,2,0.7965,0,0,0,3,22,2931,3034,40000,Low FICO
4,0,3,208,10,0,2,0,0,4,3.17512,0,1.02824,0,0,2,30028,22173,32000,Mid FICO
4,0,1,161,11,0,1,0,0,7,0.317262,0,0,0,0,0,319666,350098,130000,Mid FICO
1,0,5,348,1,0,5,1,1,1,0.3088,0,0,0,1,3,11566,10950,30000,Low FICO
7,0,0,266,0,0,10,0,0,6,0.0466667,2,0.452738,0,0,0,3142,6940,45000,High FICO
